transaction_id,transaction_date,client_id,category,status,amount
TXN-002820,2026-02-15,Client_1010,Bills Payment,success,1568.01
TXN-002821,2026-02-09,Client_1003,E-commerce,success,6059.02
TXN-002822,2026-04-19,Client_1001,Bills Payment,success,9551.14
TXN-002823,2026-02-11,Client_1006,Bills Payment,success,2096.84
TXN-002824,2026-01-21,Client_1007,Bank Transfer,success,9206.79
TXN-002825,2026-04-09,Client_1006,E-commerce,success,8998.91
TXN-002826,2026-02-26,Client_1002,Subscription,success,8688.57
TXN-002827,2026-04-20,Client_1004,Subscription,success,4441.61
TXN-002828,2026-01-26,Client_1004,Subscription,success,1334.03
TXN-002829,2026-01-23,Client_1009,Retail,success,1304.87
TXN-002830,2026-04-07,Client_1004,E-commerce,failed,7432.36
TXN-002831,2026-02-15,Client_1006,Subscription,success,9853.01
TXN-002832,2026-04-13,Client_1009,Bank Transfer,success,5136.48
TXN-002833,2026-02-28,Client_1001,E-commerce,success,4258.14
TXN-002834,2026-04-20,Client_1002,Bank Transfer,success,3168.82
TXN-002835,2026-01-09,Client_1007,Bank Transfer,success,7042.02
TXN-002836,2026-03-25,Client_1007,Subscription,success,9645.92
TXN-002837,2026-04-04,Client_1006,E-commerce,success,2565.08
TXN-002838,2026-03-14,Client_1001,Bills Payment,success,1488.18
TXN-002839,2026-03-02,Client_1001,E-commerce,success,2177.27
TXN-002840,2026-04-05,Client_1005,Bank Transfer,success,8250.18
TXN-002841,2026-02-23,Client_1003,Bills Payment,failed,9656.47
TXN-002842,2026-04-05,Client_1003,Bank Transfer,success,1182.98
TXN-002843,2026-01-21,Client_1001,Subscription,success,4096.18
TXN-002844,2026-02-17,Client_1005,Retail,success,7854.36
TXN-002845,2026-02-12,Client_1001,Subscription,success,8733.08
TXN-002846,2026-04-27,Client_1007,E-commerce,success,7648.77
TXN-002847,2026-04-03,Client_1009,Bills Payment,success,247.89
TXN-002848,2026-04-25,Client_1004,E-commerce,success,756.62
TXN-002849,2026-03-02,Client_1008,Subscription,success,5413.6
TXN-002850,2026-01-18,Client_1010,E-commerce,success,4747.92
TXN-002851,2026-04-26,Client_1005,Bills Payment,success,5445.86
TXN-002852,2026-03-20,Client_1002,Subscription,success,8327.78
TXN-002853,2026-03-15,Client_1004,Bills Payment,success,1385.1
TXN-002854,2026-01-19,Client_1004,E-commerce,success,7200.95
TXN-002855,2026-02-06,Client_1010,E-commerce,success,2581.64
TXN-002856,2026-04-04,Client_1005,Bank Transfer,success,4675.28
TXN-002857,2026-03-17,Client_1009,Retail,success,8847.47
TXN-002858,2026-04-08,Client_1003,Bank Transfer,success,6645.9
TXN-002859,2026-03-16,Client_1001,Subscription,success,7962.53
TXN-002860,2026-01-24,Client_1001,Bills Payment,success,8370.25
TXN-002861,2026-01-31,Client_1003,Subscription,success,5763.66
TXN-002862,2026-03-03,Client_1006,Bills Payment,success,8188.2
TXN-002863,2026-03-15,Client_1007,Subscription,refunded,4586.62
TXN-002864,2026-02-03,Client_1009,Subscription,success,2865.12
TXN-002865,2026-04-09,Client_1009,Bank Transfer,success,8936.02
TXN-002866,2026-02-02,Client_1006,Subscription,success,4617.53
TXN-002867,2026-01-13,Client_1006,Retail,success,7841.35
TXN-002868,2026-02-24,Client_1001,Retail,success,2348.54
TXN-002869,2026-02-28,Client_1002,E-commerce,success,3027.56
TXN-002870,2026-04-22,Client_1006,Bank Transfer,success,5577.66
TXN-002871,2026-01-11,Client_1009,Bills Payment,success,9418.37
TXN-002872,2026-03-07,Client_1004,Bills Payment,success,2296.39
TXN-002873,2026-01-03,Client_1004,Bank Transfer,success,7821.38
TXN-002874,2026-03-14,Client_1009,Retail,success,5378.25
TXN-002875,2026-03-11,Client_1004,Retail,success,1671.62
TXN-002876,2026-03-29,Client_1003,Retail,success,9313.42
TXN-002877,2026-04-02,Client_1003,Retail,failed,6135.69
TXN-002878,2026-04-20,Client_1004,Bank Transfer,success,9694.55
TXN-002879,2026-02-21,Client_1005,Subscription,failed,9722.89
TXN-002880,2026-04-25,Client_1008,Subscription,success,7243.32
TXN-002881,2026-02-08,Client_1001,E-commerce,success,5602.0
TXN-002882,2026-02-09,Client_1004,Retail,success,761.47
TXN-002883,2026-04-07,Client_1007,Bills Payment,success,8242.17
TXN-002884,2026-04-08,Client_1004,Subscription,success,6496.24
TXN-002885,2026-02-20,Client_1010,Bills Payment,success,3569.03
TXN-002886,2026-01-29,Client_1005,Bills Payment,failed,1322.37
TXN-002887,2026-04-05,Client_1010,Bills Payment,success,1509.84
TXN-002888,2026-02-05,Client_1006,E-commerce,success,5254.14
TXN-002889,2026-03-09,Client_1002,Retail,success,6638.17
TXN-002890,2026-02-08,Client_1002,Retail,success,4598.24
TXN-002891,2026-01-10,Client_1006,Bank Transfer,failed,505.62
TXN-002892,2026-04-18,Client_1005,E-commerce,success,4316.51
TXN-002893,2026-01-22,Client_1008,Bank Transfer,success,1120.2
TXN-002894,2026-04-04,Client_1010,Retail,success,2488.8
TXN-002895,2026-04-19,Client_1008,Subscription,success,6416.79
TXN-002896,2026-04-21,Client_1005,Bank Transfer,failed,6438.63
TXN-002897,2026-02-12,Client_1007,Bank Transfer,refunded,922.62
TXN-002898,2026-01-13,Client_1008,Bills Payment,success,2291.74
TXN-002899,2026-02-25,Client_1005,E-commerce,refunded,8279.98
TXN-002900,2026-03-04,Client_1009,Retail,success,3820.64
TXN-002901,2026-03-08,Client_1007,E-commerce,success,5944.4
TXN-002902,2026-04-12,Client_1002,Retail,success,9670.62
TXN-002903,2026-01-31,Client_1006,Retail,success,9047.52
TXN-002904,2026-02-23,Client_1007,E-commerce,success,7902.55
TXN-002905,2026-04-20,Client_1008,Retail,success,469.03
TXN-002906,2026-02-21,Client_1007,E-commerce,success,1889.3
TXN-002907,2026-03-22,Client_1006,E-commerce,success,4180.22
TXN-002908,2026-01-04,Client_1008,Bank Transfer,success,6861.82
TXN-002909,2026-02-15,Client_1004,Bank Transfer,success,573.21
TXN-002910,2026-02-28,Client_1005,Bills Payment,success,7731.01
TXN-002911,2026-03-12,Client_1006,Subscription,success,7831.59
TXN-002912,2026-01-23,Client_1008,E-commerce,success,6202.39
TXN-002913,2026-04-05,Client_1004,Bank Transfer,success,1102.85
TXN-002914,2026-04-03,Client_1002,Subscription,success,5022.21
TXN-002915,2026-01-24,Client_1007,Bills Payment,success,7103.22
TXN-002916,2026-02-14,Client_1006,Subscription,failed,7572.23
TXN-002917,2026-01-22,Client_1006,E-commerce,success,5860.28
TXN-002918,2026-04-27,Client_1009,Retail,success,5643.22
TXN-002919,2026-01-23,Client_1007,Retail,success,2066.33
TXN-002920,2026-01-12,Client_1010,Subscription,success,1543.08
TXN-002921,2026-02-13,Client_1009,Bank Transfer,success,9220.46
TXN-002922,2026-01-14,Client_1005,Retail,success,913.89
TXN-002923,2026-01-29,Client_1008,E-commerce,success,1634.62
TXN-002924,2026-02-05,Client_1001,Subscription,success,6981.28
TXN-002925,2026-01-29,Client_1004,Bills Payment,success,8134.1
TXN-002926,2026-01-19,Client_1001,Bank Transfer,success,305.66
TXN-002927,2026-03-20,Client_1008,Subscription,success,5557.14
TXN-002928,2026-03-14,Client_1004,Subscription,success,5233.86
TXN-002929,2026-02-21,Client_1010,Subscription,success,7096.78
TXN-002930,2026-02-16,Client_1005,Subscription,success,9010.52
TXN-002931,2026-04-30,Client_1004,Bank Transfer,success,862.7
TXN-002932,2026-03-30,Client_1003,Bank Transfer,success,9863.93
TXN-002933,2026-02-01,Client_1009,Retail,success,9812.01
TXN-002934,2026-04-11,Client_1009,Subscription,success,1137.6
TXN-002935,2026-04-16,Client_1010,Bills Payment,success,7203.89
TXN-002936,2026-03-24,Client_1009,Bills Payment,success,5785.17
TXN-002937,2026-01-07,Client_1008,Retail,success,5951.52
TXN-002938,2026-01-09,Client_1003,E-commerce,success,5634.06
TXN-002939,2026-01-08,Client_1006,Subscription,success,1564.01
TXN-002940,2026-03-29,Client_1006,E-commerce,failed,2833.29
TXN-002941,2026-02-02,Client_1001,Retail,success,7071.76
TXN-002942,2026-01-18,Client_1007,Bills Payment,success,3167.27
TXN-002943,2026-03-31,Client_1005,Bank Transfer,success,8004.32
TXN-002944,2026-03-07,Client_1007,Bills Payment,success,9803.77
TXN-002945,2026-03-17,Client_1006,E-commerce,refunded,624.41
TXN-002946,2026-04-07,Client_1006,Retail,success,9775.8
TXN-002947,2026-03-20,Client_1002,Retail,success,1695.95
TXN-002948,2026-01-25,Client_1004,Retail,success,9896.94
TXN-002949,2026-04-17,Client_1003,E-commerce,success,5000.25
TXN-002950,2026-01-16,Client_1006,E-commerce,success,4095.2
TXN-002951,2026-03-31,Client_1007,Subscription,success,4796.63
TXN-002952,2026-04-19,Client_1006,Bills Payment,success,3616.05
TXN-002953,2026-04-01,Client_1007,Bank Transfer,success,1927.21
TXN-002954,2026-02-21,Client_1004,Bills Payment,success,6507.53
TXN-002955,2026-01-11,Client_1006,Subscription,success,5286.29
TXN-002956,2026-01-03,Client_1010,E-commerce,refunded,685.55
TXN-002957,2026-02-17,Client_1002,Bills Payment,success,9852.77
TXN-002958,2026-01-02,Client_1001,Bank Transfer,success,373.77
TXN-002959,2026-04-26,Client_1010,Retail,success,786.95
TXN-002960,2026-01-23,Client_1004,Retail,success,5398.62
TXN-002961,2026-02-14,Client_1002,Bills Payment,success,5782.45
TXN-002962,2026-04-25,Client_1008,Bills Payment,success,8162.18
TXN-002963,2026-02-26,Client_1001,Retail,success,5422.14
TXN-002964,2026-04-12,Client_1002,Bank Transfer,failed,1166.97
TXN-002965,2026-03-29,Client_1003,Retail,success,9012.28
TXN-002966,2026-03-05,Client_1004,Retail,success,6170.6
TXN-002967,2026-02-13,Client_1008,Retail,success,7862.22
TXN-002968,2026-01-15,Client_1009,E-commerce,success,3720.37
TXN-002969,2026-01-31,Client_1008,Bills Payment,success,511.74
TXN-002970,2026-01-08,Client_1008,Retail,success,5246.45
TXN-002971,2026-03-26,Client_1006,Retail,success,7051.84
TXN-002972,2026-03-08,Client_1007,Retail,success,2897.36
TXN-002973,2026-01-18,Client_1008,Bills Payment,success,6300.76
TXN-002974,2026-02-21,Client_1007,Subscription,success,335.96
TXN-002975,2026-01-14,Client_1006,Retail,success,3949.21
TXN-002976,2026-03-05,Client_1005,E-commerce,success,512.16
TXN-002977,2026-01-12,Client_1005,Retail,success,5755.62
TXN-002978,2026-01-23,Client_1006,E-commerce,success,567.35
TXN-002979,2026-02-08,Client_1007,Bills Payment,success,5423.86
TXN-002980,2026-04-16,Client_1007,Retail,success,1865.07
TXN-002981,2026-02-17,Client_1001,Bills Payment,success,9504.65
TXN-002982,2026-04-25,Client_1004,Bank Transfer,success,2115.72
TXN-002983,2026-01-27,Client_1010,Retail,success,9228.65
TXN-002984,2026-01-27,Client_1002,Bank Transfer,success,2479.84
TXN-002985,2026-04-15,Client_1006,Bills Payment,refunded,8283.06
TXN-002986,2026-02-17,Client_1007,E-commerce,success,6027.64
TXN-002987,2026-03-21,Client_1005,Subscription,success,7130.71
TXN-002988,2026-04-26,Client_1005,Bills Payment,failed,6568.03
TXN-002989,2026-04-27,Client_1005,Subscription,success,4217.28
TXN-002990,2026-02-22,Client_1007,Bank Transfer,success,1976.02
TXN-002991,2026-04-10,Client_1008,Bank Transfer,success,6302.72
TXN-002992,2026-02-20,Client_1001,Subscription,success,6926.04
TXN-002993,2026-01-10,Client_1002,E-commerce,success,7932.78
TXN-002994,2026-01-09,Client_1003,Retail,success,9440.68
TXN-002995,2026-02-02,Client_1007,Bank Transfer,success,2918.58
TXN-002996,2026-03-14,Client_1005,E-commerce,success,4009.57
TXN-002997,2026-04-24,Client_1004,E-commerce,success,5029.88
TXN-002998,2026-01-17,Client_1009,E-commerce,success,1182.5
TXN-002999,2026-01-30,Client_1001,Subscription,success,7649.16
TXN-003000,2026-04-14,Client_1002,Bills Payment,success,3771.93
TXN-003001,2026-04-05,Client_1003,Subscription,success,506.41
TXN-003002,2026-04-30,Client_1009,Bills Payment,success,7276.61
TXN-003003,2026-01-06,Client_1010,E-commerce,failed,3479.34
TXN-003004,2026-02-02,Client_1003,Bank Transfer,success,9025.47
TXN-003005,2026-01-08,Client_1007,Subscription,success,2988.88
TXN-003006,2026-01-09,Client_1004,Bills Payment,success,3425.3
TXN-003007,2026-04-03,Client_1008,E-commerce,success,786.89
TXN-003008,2026-02-01,Client_1010,Retail,success,1694.87
TXN-003009,2026-03-12,Client_1006,E-commerce,success,744.8
TXN-003010,2026-03-08,Client_1009,E-commerce,success,1782.16
TXN-003011,2026-04-30,Client_1006,Bank Transfer,success,9025.04
TXN-003012,2026-03-29,Client_1004,E-commerce,success,5670.85
TXN-003013,2026-04-15,Client_1007,Retail,success,2322.73
TXN-003014,2026-03-22,Client_1001,Retail,success,295.95
TXN-003015,2026-04-16,Client_1008,Retail,success,2896.44
TXN-003016,2026-03-20,Client_1007,Subscription,failed,2452.92
TXN-003017,2026-03-04,Client_1010,Bank Transfer,success,9880.98
TXN-003018,2026-02-28,Client_1008,Bills Payment,success,8806.5
TXN-003019,2026-01-29,Client_1003,Bank Transfer,success,1826.1
TXN-003020,2026-02-19,Client_1005,Bills Payment,success,307.28
TXN-003021,2026-04-14,Client_1005,Bills Payment,success,4162.68
TXN-003022,2026-04-23,Client_1009,Bills Payment,refunded,1337.74
TXN-003023,2026-03-22,Client_1006,Bills Payment,failed,4269.29
TXN-003024,2026-02-23,Client_1008,Subscription,success,3945.58
TXN-003025,2026-02-16,Client_1006,Bank Transfer,success,1417.84
TXN-003026,2026-03-09,Client_1004,Bills Payment,success,1990.55
TXN-003027,2026-01-25,Client_1010,Bank Transfer,failed,5527.23
TXN-003028,2026-04-08,Client_1007,Bank Transfer,success,2213.79
TXN-003029,2026-01-19,Client_1008,E-commerce,success,4577.97
TXN-003030,2026-04-26,Client_1010,Subscription,success,2250.06
TXN-003031,2026-03-12,Client_1003,Subscription,failed,4374.66
TXN-003032,2026-02-26,Client_1001,Bills Payment,success,6703.24
TXN-003033,2026-02-04,Client_1010,Bills Payment,success,5793.18
TXN-003034,2026-04-13,Client_1004,Bills Payment,success,4738.94
TXN-003035,2026-04-22,Client_1003,Subscription,success,9336.9
TXN-003036,2026-03-20,Client_1009,E-commerce,success,7890.93
TXN-003037,2026-01-11,Client_1001,E-commerce,failed,8707.69
TXN-003038,2026-02-12,Client_1002,Bank Transfer,failed,3631.29
TXN-003039,2026-04-06,Client_1003,Bills Payment,success,753.63
TXN-003040,2026-03-21,Client_1006,Retail,failed,4521.51
TXN-003041,2026-02-13,Client_1003,Bank Transfer,success,8043.13
TXN-003042,2026-01-21,Client_1003,Bills Payment,success,5369.82
TXN-003043,2026-03-21,Client_1007,Bills Payment,success,6323.96
TXN-003044,2026-03-31,Client_1005,Bills Payment,refunded,6672.3
TXN-003045,2026-01-19,Client_1008,E-commerce,success,1442.43
TXN-003046,2026-02-18,Client_1008,Subscription,success,7694.67
TXN-003047,2026-03-17,Client_1006,Subscription,success,1900.15
TXN-003048,2026-04-25,Client_1001,Subscription,failed,5711.15
TXN-003049,2026-04-24,Client_1006,E-commerce,failed,782.01
TXN-003050,2026-01-18,Client_1010,Bank Transfer,success,9175.96
TXN-003051,2026-01-15,Client_1004,Bank Transfer,success,7948.54
TXN-003052,2026-04-11,Client_1002,Bank Transfer,success,8013.24
TXN-003053,2026-01-03,Client_1010,Retail,success,1773.7
TXN-003054,2026-04-19,Client_1005,Bills Payment,success,9822.16
TXN-003055,2026-04-26,Client_1001,Subscription,success,1752.13
TXN-003056,2026-03-25,Client_1004,Bank Transfer,success,9961.92
TXN-003057,2026-02-13,Client_1001,Bank Transfer,success,7621.67
TXN-003058,2026-02-28,Client_1002,Bank Transfer,success,1393.43
TXN-003059,2026-04-29,Client_1010,E-commerce,success,290.2
TXN-003060,2026-02-18,Client_1004,Subscription,success,456.23
TXN-003061,2026-03-28,Client_1005,Subscription,success,8051.15
TXN-003062,2026-04-20,Client_1007,Subscription,success,1410.17
TXN-003063,2026-02-14,Client_1005,Retail,success,2888.25
TXN-003064,2026-01-11,Client_1008,E-commerce,success,9142.08
TXN-003065,2026-04-21,Client_1009,E-commerce,success,1372.41
TXN-003066,2026-04-08,Client_1002,Bills Payment,success,3796.54
TXN-003067,2026-01-20,Client_1010,Bills Payment,success,8650.53
TXN-003068,2026-01-02,Client_1001,Bank Transfer,success,6212.86
TXN-003069,2026-01-20,Client_1010,Subscription,success,3375.92
TXN-003070,2026-03-27,Client_1002,Retail,success,7071.06
TXN-003071,2026-01-26,Client_1002,Bills Payment,success,9518.78
TXN-003072,2026-01-01,Client_1007,Bills Payment,success,7198.09
TXN-003073,2026-02-19,Client_1006,Retail,success,8193.75
TXN-003074,2026-04-01,Client_1008,Retail,success,4745.18
TXN-003075,2026-04-04,Client_1010,E-commerce,success,5125.09
TXN-003076,2026-01-11,Client_1003,Bills Payment,success,8793.95
TXN-003077,2026-03-15,Client_1004,E-commerce,success,850.22
TXN-003078,2026-01-24,Client_1006,Bills Payment,success,6389.44
TXN-003079,2026-03-17,Client_1005,Retail,success,6441.89
TXN-003080,2026-01-28,Client_1007,Bank Transfer,success,7380.89
TXN-003081,2026-03-09,Client_1001,Bank Transfer,success,1696.52
TXN-003082,2026-01-08,Client_1002,Subscription,success,7355.85
TXN-003083,2026-03-21,Client_1007,E-commerce,success,8996.53
TXN-003084,2026-02-27,Client_1001,E-commerce,success,7736.72
TXN-003085,2026-04-28,Client_1006,Retail,success,752.2
TXN-003086,2026-02-03,Client_1006,Subscription,success,8128.56
TXN-003087,2026-02-17,Client_1008,Bank Transfer,success,3203.4
TXN-003088,2026-04-06,Client_1004,Bills Payment,success,522.72
TXN-003089,2026-02-15,Client_1007,Subscription,success,3311.24
TXN-003090,2026-04-12,Client_1007,Subscription,success,4697.49
TXN-003091,2026-01-20,Client_1003,Subscription,success,342.35
TXN-003092,2026-01-18,Client_1006,Subscription,refunded,6358.71
TXN-003093,2026-02-21,Client_1006,E-commerce,success,8192.31
TXN-003094,2026-04-26,Client_1003,Bills Payment,success,1920.71
TXN-003095,2026-01-13,Client_1001,Subscription,success,2781.81
TXN-003096,2026-01-26,Client_1001,Subscription,success,3104.87
TXN-003097,2026-04-20,Client_1009,Bank Transfer,success,4916.69
TXN-003098,2026-04-03,Client_1008,Subscription,success,8530.81
TXN-003099,2026-03-04,Client_1001,Bank Transfer,refunded,762.37
TXN-003100,2026-02-11,Client_1008,Retail,success,2428.01
TXN-003101,2026-03-05,Client_1004,Subscription,success,9572.88
TXN-003102,2026-03-22,Client_1003,Bank Transfer,success,6872.17
TXN-003103,2026-02-24,Client_1010,E-commerce,success,5343.4
TXN-003104,2026-02-13,Client_1006,Bills Payment,success,9707.26
TXN-003105,2026-01-09,Client_1001,Subscription,success,2536.49
TXN-003106,2026-02-11,Client_1004,Bank Transfer,success,9028.22
TXN-003107,2026-03-02,Client_1005,Retail,success,7958.8
TXN-003108,2026-03-31,Client_1004,Bills Payment,refunded,7837.79
TXN-003109,2026-03-15,Client_1004,Retail,success,8151.89
TXN-003110,2026-02-01,Client_1008,Retail,success,292.03
TXN-003111,2026-03-07,Client_1002,Subscription,success,6273.71
TXN-003112,2026-01-11,Client_1009,Subscription,success,9014.26
TXN-003113,2026-04-04,Client_1005,E-commerce,success,7796.59
TXN-003114,2026-04-12,Client_1005,Bills Payment,success,7799.82
TXN-003115,2026-03-02,Client_1004,Bills Payment,success,3339.42
TXN-003116,2026-04-16,Client_1010,Subscription,success,7858.47
TXN-003117,2026-02-10,Client_1008,Bank Transfer,success,5409.47
TXN-003118,2026-04-16,Client_1004,Retail,success,3026.63
TXN-003119,2026-01-08,Client_1004,Retail,success,2896.32
TXN-003120,2026-04-12,Client_1007,Subscription,success,8541.74
TXN-003121,2026-02-08,Client_1005,Bills Payment,success,350.31
TXN-003122,2026-03-25,Client_1007,E-commerce,success,7780.39
TXN-003123,2026-01-19,Client_1008,Subscription,success,5979.07
TXN-003124,2026-04-08,Client_1006,E-commerce,failed,4613.84
TXN-003125,2026-01-26,Client_1010,Subscription,success,5906.16
TXN-003126,2026-02-11,Client_1001,E-commerce,success,3332.73
TXN-003127,2026-03-03,Client_1006,Bills Payment,success,7232.96
TXN-003128,2026-03-12,Client_1001,Subscription,success,4015.82
TXN-003129,2026-02-11,Client_1010,E-commerce,success,3307.74
TXN-003130,2026-04-07,Client_1010,E-commerce,failed,653.01
TXN-003131,2026-04-02,Client_1003,Subscription,success,772.16
TXN-003132,2026-01-20,Client_1002,Retail,success,7167.15
TXN-003133,2026-01-12,Client_1006,Bank Transfer,success,4185.15
TXN-003134,2026-04-07,Client_1002,Subscription,success,715.29
TXN-003135,2026-02-23,Client_1007,Bills Payment,success,985.79
TXN-003136,2026-01-27,Client_1008,Bills Payment,success,9123.1
TXN-003137,2026-02-03,Client_1004,Bills Payment,success,6866.87
TXN-003138,2026-01-04,Client_1001,Bills Payment,success,517.54
TXN-003139,2026-04-08,Client_1004,Bills Payment,failed,1462.96
TXN-003140,2026-02-10,Client_1006,Subscription,success,6735.6
TXN-003141,2026-01-03,Client_1009,Bank Transfer,success,6729.46
TXN-003142,2026-03-31,Client_1007,Retail,success,2081.23
TXN-003143,2026-01-05,Client_1004,Bills Payment,success,170.81
TXN-003144,2026-03-31,Client_1002,Retail,failed,5140.57
TXN-003145,2026-04-17,Client_1003,Subscription,success,5408.68
TXN-003146,2026-04-28,Client_1010,Bank Transfer,success,3805.58
TXN-003147,2026-02-19,Client_1003,Bills Payment,success,2637.15
TXN-003148,2026-01-26,Client_1006,Bank Transfer,success,6539.58
TXN-003149,2026-02-27,Client_1001,Subscription,success,6548.95
TXN-003150,2026-03-07,Client_1007,Bills Payment,success,512.43
TXN-003151,2026-04-13,Client_1002,Bills Payment,success,5745.05
TXN-003152,2026-04-06,Client_1005,Bills Payment,failed,8196.82
TXN-003153,2026-02-16,Client_1008,E-commerce,success,2375.12
TXN-003154,2026-04-24,Client_1005,Bills Payment,success,3168.03
TXN-003155,2026-01-28,Client_1003,Bank Transfer,success,9473.27
TXN-003156,2026-02-19,Client_1006,Subscription,refunded,6057.95
TXN-003157,2026-01-22,Client_1008,Subscription,success,2924.89
TXN-003158,2026-03-27,Client_1004,E-commerce,success,8855.68
TXN-003159,2026-04-20,Client_1001,Retail,success,211.0
TXN-003160,2026-02-05,Client_1001,Bank Transfer,success,7314.61
TXN-003161,2026-01-21,Client_1002,E-commerce,success,6493.14
TXN-003162,2026-02-24,Client_1006,E-commerce,success,6570.9
TXN-003163,2026-02-08,Client_1001,E-commerce,success,2700.98
TXN-003164,2026-04-30,Client_1004,E-commerce,failed,7468.18
TXN-003165,2026-03-29,Client_1001,Subscription,success,1214.61
TXN-003166,2026-04-03,Client_1004,Subscription,success,5839.79
TXN-003167,2026-03-13,Client_1005,Bank Transfer,success,5675.98
TXN-003168,2026-01-09,Client_1003,Bills Payment,success,6812.39
TXN-003169,2026-01-04,Client_1001,Subscription,success,4710.45
TXN-003170,2026-01-23,Client_1001,Retail,failed,6600.44
TXN-003171,2026-04-09,Client_1005,Bank Transfer,success,2106.72
TXN-003172,2026-02-04,Client_1001,Bank Transfer,refunded,1961.89
TXN-003173,2026-03-30,Client_1008,E-commerce,refunded,536.82
TXN-003174,2026-03-14,Client_1007,Retail,failed,4936.42
TXN-003175,2026-01-30,Client_1001,Bank Transfer,success,6020.69
TXN-003176,2026-02-28,Client_1008,Retail,success,6620.15
TXN-003177,2026-02-17,Client_1009,Retail,success,7378.43
TXN-003178,2026-02-14,Client_1007,Bills Payment,success,3783.89
TXN-003179,2026-02-14,Client_1005,Bills Payment,success,7541.43
TXN-003180,2026-03-05,Client_1009,Subscription,success,4373.94
TXN-003181,2026-03-19,Client_1005,Bills Payment,success,3650.82
TXN-003182,2026-03-01,Client_1008,Retail,success,1726.33
TXN-003183,2026-01-06,Client_1006,Retail,failed,9828.87
TXN-003184,2026-01-19,Client_1010,Bank Transfer,success,8336.93
TXN-003185,2026-01-21,Client_1010,Bills Payment,refunded,7943.55
TXN-003186,2026-04-16,Client_1007,E-commerce,success,8819.16
TXN-003187,2026-03-06,Client_1009,E-commerce,success,5797.1
TXN-003188,2026-02-02,Client_1009,Bills Payment,success,6871.71
TXN-003189,2026-04-11,Client_1006,Subscription,success,7345.36
TXN-003190,2026-04-13,Client_1006,Retail,failed,5278.9
TXN-003191,2026-04-15,Client_1007,Bills Payment,success,7523.28
TXN-003192,2026-03-30,Client_1002,Bills Payment,success,4591.18
TXN-003193,2026-04-17,Client_1004,E-commerce,failed,9695.88
TXN-003194,2026-04-13,Client_1002,Subscription,success,814.85
TXN-003195,2026-02-09,Client_1004,Subscription,success,2171.52
TXN-003196,2026-03-23,Client_1002,Bills Payment,success,407.86
TXN-003197,2026-01-16,Client_1004,Bills Payment,success,6836.77
TXN-003198,2026-01-09,Client_1005,Subscription,failed,4276.98
TXN-003199,2026-02-15,Client_1007,E-commerce,success,3072.13
TXN-003200,2026-02-19,Client_1006,Bills Payment,success,6230.65
TXN-003201,2026-04-28,Client_1008,Retail,success,6823.26
TXN-003202,2026-01-05,Client_1008,Bank Transfer,success,2632.24
TXN-003203,2026-03-02,Client_1007,Retail,success,4284.75
TXN-003204,2026-03-17,Client_1010,Bank Transfer,failed,6880.0
TXN-003205,2026-01-04,Client_1007,E-commerce,refunded,7614.59
TXN-003206,2026-01-12,Client_1008,Bank Transfer,success,921.35
TXN-003207,2026-04-03,Client_1002,Subscription,success,3440.09
TXN-003208,2026-03-19,Client_1008,E-commerce,success,5571.0
TXN-003209,2026-04-01,Client_1008,Bills Payment,success,1040.04
TXN-003210,2026-03-29,Client_1003,Retail,success,7830.27
TXN-003211,2026-04-30,Client_1009,Subscription,success,1894.21
TXN-003212,2026-02-05,Client_1010,Subscription,success,5403.06
TXN-003213,2026-04-03,Client_1001,Bank Transfer,success,7012.34
TXN-003214,2026-03-04,Client_1003,Subscription,success,1711.19
TXN-003215,2026-02-07,Client_1010,Bank Transfer,success,6899.39
TXN-003216,2026-04-18,Client_1002,Bills Payment,success,2565.52
TXN-003217,2026-02-19,Client_1003,Subscription,success,1908.51
TXN-003218,2026-02-13,Client_1010,Subscription,success,4502.2
TXN-003219,2026-03-31,Client_1002,E-commerce,success,1406.79
TXN-003220,2026-03-19,Client_1010,E-commerce,success,3730.09
TXN-003221,2026-03-31,Client_1007,E-commerce,success,8987.13
TXN-003222,2026-02-17,Client_1009,E-commerce,success,432.01
TXN-003223,2026-02-25,Client_1009,Subscription,success,963.71
TXN-003224,2026-04-23,Client_1006,Subscription,success,9200.82
TXN-003225,2026-04-27,Client_1003,E-commerce,success,955.14
TXN-003226,2026-01-24,Client_1004,Subscription,success,5504.6
TXN-003227,2026-03-13,Client_1005,Subscription,success,7920.98
TXN-003228,2026-01-24,Client_1010,Subscription,success,493.58
TXN-003229,2026-01-26,Client_1003,Bank Transfer,success,7044.59
TXN-003230,2026-01-02,Client_1006,E-commerce,success,220.44
TXN-003231,2026-03-09,Client_1005,Retail,success,3103.11
TXN-003232,2026-04-14,Client_1003,Bank Transfer,failed,8619.8
TXN-003233,2026-04-13,Client_1004,Bills Payment,success,4834.93
TXN-003234,2026-01-28,Client_1002,Bills Payment,success,6370.63
TXN-003235,2026-03-11,Client_1002,Bills Payment,success,8592.67
TXN-003236,2026-01-19,Client_1002,Subscription,success,9874.88
TXN-003237,2026-03-14,Client_1003,Bills Payment,success,4193.74
TXN-003238,2026-03-22,Client_1006,Bills Payment,success,4123.28
TXN-003239,2026-04-07,Client_1007,E-commerce,success,7828.26
TXN-003240,2026-01-04,Client_1004,Bank Transfer,success,6103.72
TXN-003241,2026-04-21,Client_1004,Bills Payment,success,9498.94
